ZPL300346J,BURGER KING,01634348,2920 FRONTAGE RD,WARSAW,IN,US,71
ZPL300347E,FUDDRUCKERS,04796220,5614 BAY ST STE 232,EMERYVILLE,CA,US,71
ZPL3003489,BURGER KING,02524117,514 DIVISION ST,PARKERSBURG,WV,US,71
ZPL3003494,FUDDRUCKERS,03796048,25407 BELL PATNA DR,KATY,TX,US,71
ZPL3003506,BURGER KING,01634348,2920 FRONTAGE RD,WARSAW,IN,US,71
ZPL3003511,7 ELEVEN,02022281,595 HAVANA ST,AURORA,CO,US,71
ZPL300352W,FATBURGER,02858592,7450 SANTA MONICA BLVD,WEST HOLLYWOOD,CA,US,71
ZPL300353R,FUDDRUCKERS,02033424,4520 FRANKFORD RD STE 1200,DALLAS,TX,US,71
ZPL300354M,UNIV CENTRAL FL MARKETPLACE,02119018,4000 CENTRAL FL BLVD SRC 109,ORLANDO,FL,US,71
ZPL300355H,COLL OF CHARLESTON DINING,02074001,71 GEORGE ST,CHARLESTON,SC,US,71
ZPL3003582,CCR,01449666,2500 WINDY RIDGE PKWY SE,ATLANTA,GA,US,71
ZPL300359X,FUDDRUCKERS,02842348,32175 UNION LANDING BLVD,UNION CITY,CA,US,71
ZPL300360Z,FATBURGER,05124379,1698 S PACIFIC COAST HWY,REDONDO BEACH,CA,US,71
ZPL300362P,FATBURGER,06699804,14402 VENTURA BLVD,SHERMAN OAKS,CA,US,71
ZPL300364F,PEI WEI ASIAN MARKET,04739693,742 E GLENDALE AVE,PHOENIX,AZ,US,71
ZPL3003670,PEI WEI ASIAN DINER,08880056,701 W MCDOWELL RD STE 101,PHOENIX,AZ,US,71
ZPL300369Q,FUDDRUCKERS,04796220,5614 BAY ST STE 232,EMERYVILLE,CA,US,71
ZPL300371N,BURGER KING,02524274,5938 HIGHWAY 167 N,WINNFIELD,LA,US,71
ZPL300373D,PEI WEI ASIAN DINER,03339705,4340 E INDIAN SCHOOL RD,PHOENIX,AZ,US,71
ZPL3003748,FUDDRUCKERS,03854361,2290 BUCKTHORNE PL,THE WOODLANDS,TX,US,71
ZPL3003753,PEI WEI ASIAN DINER,03889632,20851 N SCOTTSDALE RD STE 105,SCOTTSDALE,AZ,US,71
ZPL300376Y,"GODFATHER'S PIZZA, INC",09517308,2111 COURT ST,PEKIN,IL,US,71
ZPL300377T,PEI WEI ASIAN DINER,09169372,7131 W RAY RD STE 1 BLDG 3,CHANDLER,AZ,US,71
ZPL300379J,GODFATHERS PIZZA,01874408,14200 SW BARROWS RD,TIGARD,OR,US,71
ZPL300380L,WINGSTOP,05928316,12 E HARRISON ST,CHICAGO,IL,US,71
ZPL300381G,FUDDRUCKERS,02842348,32175 UNION LANDING BLVD,UNION CITY,CA,US,71
ZPL300382B,FUDDRUCKERS,09380795,2040 NASA RD 1,HOUSTON,TX,US,71
ZPL3003836,BURGER KING,06009492,2453 W INTL SPEEDWAY BLVD,DAYTONA BEACH,FL,US,71
ZPL3003841,MCDONALDS,05407010,5062 ORANGETHORPE AVE,LA PALMA,CA,US,71
ZPL300386R,MCDONALDS,05407010,5062 ORANGETHORPE AVE,LA PALMA,CA,US,71
ZPL300388H,POPEYES LOUISIANA KITCHEN,09943013,515 LEE ST SW,ATLANTA,GA,US,71
ZPL300389C,WENDY'S,07600313,1025 RALPH D ABERNATHY BLVD SW,ATLANTA,GA,US,71
ZPL300390E,MCDONALDS,02100741,2350 CHESHIRE BRIDGE RD NE,ATLANTA,GA,US,71
ZPL3003919,MCDONALDS,02100741,2350 CHESHIRE BRIDGE RD NE,ATLANTA,GA,US,71
ZPL3003924,AMC PARKWAY POINT 15,03256451,3101 COBB PKWY,ATLANTA,GA,US,71
ZPL300393Z,BOSTON MARKET,07759401,17100 HAWTHORNE BLVD,LAWNDALE,CA,US,71
ZPL300395P,WENDY'S,07535031,1795 HOWELL MILL RD NW,ATLANTA,GA,US,71
ZPL300396K,WENDY'S,09076271,3146 PEACHTREE RD NE,ATLANTA,GA,US,71
ZPL300397F,WILLY'S MEXICANA GRILL,06145027,4377 ROSWELL RD,ATLANTA,GA,US,71
ZPL300398A,AMC GALLERIA BAY    S BAY,05443521,1815 HAWTHORNE BLVD STE 368,REDONDO BEACH,CA,US,71
ZPL3003995,BOSTON MARKET,06963234,6333 E MOCKINGBIRD LN,DALLAS,TX,US,71
ZPL300400S,NOODLES & COMPANY,06046716,1152 E 2100 S,SALT LAKE CITY,UT,US,71
ZPL300403D,AMC PARKWAY POINT 15,03256451,3101 COBB PKWY,ATLANTA,GA,US,71
ZPL3004048,AMC PARKWAY POINT 15,03256451,3101 COBB PKWY,ATLANTA,GA,US,71
ZPL300406Y,AMC PARKWAY POINT 15,03256451,3101 COBB PKWY,ATLANTA,GA,US,71
ZPL300407T,ELEVATION BURGER,01321577,8611 HILLCREST RD STE 195,DALLAS,TX,US,71
ZPL300409J,SIX FLAGS MAGIC MTN STUDIO 6F,03785734,26101 MAGIC MOUNTAIN PKWY,VALENCIA,CA,US,71
ZPL300410L,BOSTON MARKET,02460491,8606 FIRESTONE BLVD,DOWNEY,CA,US,71
ZPL300411G,BOSTON MARKET,08614083,1570 W MAIN ST,LEWISVILLE,TX,US,71
ZPL300412B,BOSTON MARKET,03485781,701 W 15TH ST,PLANO,TX,US,71
ZPL3004136,BOSTON MARKET,03631834,952 W ARROW HWY,SAN DIMAS,CA,US,71
ZPL3004141,BURGER KING,03807274,989 THORNTON RD,LITHIA SPRINGS,GA,US,71
ZPL300415W,COCA-COLA REFRESHMENTS,01406834,1150 SANCTUARY PKWY,ALPHARETTA,GA,US,71
ZPL300417M,MCDONALDS,01670298,1105 NORTHSIDE DR NW,ATLANTA,GA,US,71
ZPL300420E,QDOBA MEXICAN GRILL,07858642,5221 W ROSECRANS AVE,HAWTHORNE,CA,US,71
ZPL3004219,WENDYS,05006708,1378 W TUNNEL BLVD,HOUMA,LA,US,71
ZPL3004224,WENDYS,02129952,731 EDDY ST,PROVIDENCE,RI,US,71
ZPL300425P,AMC GALLERIA BAY    S BAY,05443521,1815 HAWTHORNE BLVD STE 368,REDONDO BEACH,CA,US,71
ZPL300426K,LEGOLAND-MANIAC'S CLUB HOUSE,02032869,1 LEGOLAND DR,CARLSBAD,CA,US,71
ZPL300427F,AMC PARKWAY POINT 15,03256451,3101 COBB PKWY,ATLANTA,GA,US,71
ZPL300428A,POPEYES LOUISIANA KITCHEN,08471589,159 COBB PKWY S,MARIETTA,GA,US,71
ZPL3004295,BOSTON MARKET,07488262,4635 FRANKFORD RD,DALLAS,TX,US,71
ZPL3004307,BOSTON MARKET,08935092,10890 FOOTHILL BLVD,RANCHO CUCAMONGA,CA,US,71
ZPL3004312,BOSTON MARKET,09443509,2104 PRESTON RD,PLANO,TX,US,71
ZPL300432X,BOSTON MARKET,06653294,16972 GOLDENWEST ST,HUNTINGTON BEACH,CA,US,71
ZPL300434N,WORLD OF COCA-COLA,08134176,121 BAKER ST NW,ATLANTA,GA,US,71
ZPL300436D,STADIUM PIZZA INC,05817978,32278 CLINTON KEITH RD # F101,WILDOMAR,CA,US,71
ZPL3004378,BURGERFI,01594993,1904 S UNIVERSITY DR,DAVIE,FL,US,71
ZPL3004383,BURGER KING,08267197,1701 S FEDERAL HWY,FORT LAUDERDALE,FL,US,71
ZPL300439Y,TACO TIME,08243336,1140 ELLIOTT AVE W,SEATTLE,WA,US,71
ZPL3004400,TACO TIME,08243336,1140 ELLIOTT AVE W,SEATTLE,WA,US,71
ZPL300443L,BURGER KING,07132956,12215 BISCAYNE BLVD,NORTH MIAMI,FL,US,71
ZPL300444G,TACO TIME,04799989,101 S 2ND ST,RENTON,WA,US,71
ZPL300445B,WENDY'S,09191815,77 EDDIE DOWLING HWY,NORTH SMITHFIELD,RI,US,71
ZPL3004471,CHRONIC TACOS,05335838,27665 BOUQUET CANYON RD,SAUGUS,CA,US,71
ZPL300448W,WENDY'S,02369805,120 BROAD ST,PAWTUCKET,RI,US,71
ZPL300449R,BURGER KING,02139804,1800 STIRLING RD,DANIA,FL,US,71
ZPL300450T,BURGER KING,04324013,1150 N UNIVERSITY DR,CORAL SPRINGS,FL,US,71
ZPL300452J,WENDYS,03420162,14123 W UNIVERSITY AVE,HAMMOND,LA,US,71
ZPL300453E,TACO TIME,06209629,201 106TH AVE NE,BELLEVUE,WA,US,71
ZPL3004549,TACO TIME,02144527,3500 SW AVALON WAY,SEATTLE,WA,US,71
ZPL3004554,WENDYS,01832977,1095 KINGS HWY,NEW BEDFORD,MA,US,71
ZPL300456Z,BURGER KING,05478863,4636 JONESBORO RD,UNION CITY,GA,US,71
ZPL300458P,BURGER KING,05478863,4636 JONESBORO RD,UNION CITY,GA,US,71
ZPL300459K,COCA-COLA REFRESHMENTS,01406827,1150 SANCTUARY PKWY,ALPHARETTA,GA,US,71
ZPL300460M,GO ROMA,07497283,3061 DUNDEE RD,NORTHBROOK,IL,US,71
ZPL300461H,WENDYS,03073581,2820 LOYOLA DR,KENNER,LA,US,71
ZPL3004637,AMC GALLERIA BAY    S BAY,05443521,1815 HAWTHORNE BLVD STE 368,REDONDO BEACH,CA,US,71
ZPL3004642,WENDYS,07997396,1440 W AIRLINE HWY,LA PLACE,LA,US,71
ZPL300465X,E-WALK STADIUM 13,02408427,247 W 42ND ST,NEW YORK,NY,US,71
ZPL300467N,AMC SOUTHLAKE 24,01560586,7065 MOUNT ZION CIR,MORROW,GA,US,71
ZPL300470F,AMC SOUTHLAKE 24,01560586,7065 MOUNT ZION CIR,MORROW,GA,US,71
ZPL300471A,AMC SOUTHLAKE 24,01560586,7065 MOUNT ZION CIR,MORROW,GA,US,71
ZPL3004725,AMC SOUTHLAKE 24,01560586,7065 MOUNT ZION CIR,MORROW,GA,US,71
ZPL3004730,TACO TIME,03739139,14006 SE PETROVITSKY RD UNIT L,RENTON,WA,US,71
ZPL300475Q,E-WALK STADIUM 13,02408427,247 W 42ND ST,NEW YORK,NY,US,71
ZPL300476L,LINKEDIN CORPORATION,00149009,2029 STIERLIN CT,MOUNTAIN VIEW,CA,US,71
ZPL300477G,WENDYS,07700402,630 WASHINGTON ST,SOUTH ATTLEBORO,MA,US,71
ZPL300478B,AMC GALLERIA BAY    S BAY,05443521,1815 HAWTHORNE BLVD STE 368,REDONDO BEACH,CA,US,71
ZPL3004796,WENDYS,03866416,3550 BAKER RD NW,ACWORTH,GA,US,71
ZPL3004808,BURGER KING,03807274,989 THORNTON RD,LITHIA SPRINGS,GA,US,71
ZPL3004813,WENDYS,07965197,632 GRAND ARMY HWY,SWANSEA,MA,US,71
ZPL300482Y,WENDYS,03780142,391 CHARLES ST,PROVIDENCE,RI,US,71
ZPL300483T,WENDY'S,02317643,41 TAUNTON DEPOT DR,TAUNTON,MA,US,71
ZPL300485J,TACO TIME,07901470,2001 156TH AVE NE,BELLEVUE,WA,US,71
ZPL300486E,TACO TIME,07075740,12430 116TH AVE NE,KIRKLAND,WA,US,71
ZPL3004879,RAVE 18,05560794,6081 CENTER DR,LOS ANGELES,CA,US,71
ZPL3004884,WENDYS,01483442,3504 CHAMBLEE TUCKER RD,CHAMBLEE,GA,US,71
ZPL300489Z,TACO TIME,02995719,17140 REDMOND WAY,REDMOND,WA,US,71
ZPL3004901,TACO TIME,04349504,13912 NE 175TH ST,WOODINVILLE,WA,US,71
ZPL300491W,WENDYS,04042395,2550 N 75TH AVE,PHOENIX,AZ,US,71
ZPL300492R,WENDYS,01605520,1445 S DIVISION ST,TRAVERSE CITY,MI,US,71
ZPL300494H,TACO TIME,04066982,2212 RAINIER AVE S,SEATTLE,WA,US,71
ZPL300495C,AMC GALLERIA BAY    S BAY,05443521,1815 HAWTHORNE BLVD STE 368,REDONDO BEACH,CA,US,71
ZPL3004967,COCA-COLA JAPAN CO LTD,00000000,4-6-3 SHIBUYA,SHIBUYA-KU,13,JP,71
ZPL3004972,TACO TIME,09453296,430 228TH AVE NE,SAMMAMISH,WA,US,71
ZPL300498X,QDOBA MEXICAN GRILL,01622779,1016 PARADISE RD,SWAMPSCOTT,MA,US,71
ZPL300500F,E-WALK STADIUM 13,02408427,247 W 42ND ST,NEW YORK,NY,US,71
ZPL300501A,TACO TIME,04498526,3920 FACTORIA BLVD SE,BELLEVUE,WA,US,71
ZPL3005025,WENDYS,08547696,71 PARK PLACE DR,COVINGTON,LA,US,71
ZPL3005030,AMC SOUTHLAKE 24,01560586,7065 MOUNT ZION CIR,MORROW,GA,US,71
ZPL300505Q,WENDYS,02203192,850 MANTON AVE,PROVIDENCE,RI,US,71
ZPL300506L,ATLANTA BREAD COMPANY,04393290,4490 S COBB DR SE,SMYRNA,GA,US,71
ZPL300507G,WENDYS,07551139,1507 DIAMOND HILL RD,WOONSOCKET,RI,US,71
ZPL300508B,DEL TACO,01464522,59 TECHNOLOGY DR,IRVINE,CA,US,71
ZPL3005096,WENDYS,07488700,1205 N COUNTRY CLUB DR,MESA,AZ,US,71
ZPL3005113,FATBURGER,01450879,2251 W ROSECRANS AVE STE 12,COMPTON,CA,US,71
ZPL300512Y,NOODLES & COMPANY,06046716,1152 E 2100 S,SALT LAKE CITY,UT,US,71
ZPL300513T,NOODLES & COMPANY,01503326,1430 N MAIN ST STE 100,LOGAN,UT,US,71
ZPL300515J,NOODLES & COMPANY,03235577,358 S 700 E STE A,SALT LAKE CITY,UT,US,71
ZPL300516E,NOODLES & COMPANY,03235577,358 S 700 E STE A,SALT LAKE CITY,UT,US,71
ZPL3005179,MAYA CINEMA,00757441,1000 CALIFORNIA AVE,BAKERSFIELD,CA,US,71
ZPL3005184,ELEVATION BURGER,00668316,9828 GREAT HILLS TRL,AUSTIN,TX,US,71
ZPL300519Z,BURGER KING,02139804,1800 STIRLING RD,DANIA,FL,US,71
ZPL3005201,WENDYS,01468317,3893 S ARIZONA AVE,CHANDLER,AZ,US,71
ZPL300521W,FATBURGER,07038505,120 BELLEVUE WAY NE,BELLEVUE,WA,US,71
ZPL300522R,BLISSBERRI,01458816,266 BELLEVUE SQ,BELLEVUE,WA,US,71
ZPL300523M,WENDYS,04653985,2200 FLORIDA ST,MANDEVILLE,LA,US,71
ZPL300524H,DEL TACO,01464522,59 TECHNOLOGY DR,IRVINE,CA,US,71
ZPL300525C,NOODLES & COMPANY,07864073,191 E 12300 S STE M7,DRAPER,UT,US,71
ZPL3005267,NOODLES & COMPANY,07382842,6901 S 1300 E,MIDVALE,UT,US,71
ZPL3005272,NOODLES & COMPANY,07382745,5207 S STATE ST,MURRAY,UT,US,71
ZPL300528X,NOODLES & COMPANY,07684589,293 E UNIVERSITY PKWY,OREM,UT,US,71
ZPL300531P,TACO TIME,03894291,1125 NW GILMAN BLVD,ISSAQUAH,WA,US,71
ZPL300532K,NOODLES & COMPANY,07769402,748 W ANTELOPE DR,LAYTON,UT,US,71
ZPL300533F,DOS COYOTES,01966847,2030 DOUGLAS BLVD STE 4,ROSEVILLE,CA,US,71
ZPL300534A,HIGH TECH BURRITO,03365463,484 LAS GALLINAS AVE,SAN RAFAEL,CA,US,71
ZPL3005355,BURGER KING,09481371,2626 S MONROE ST,TALLAHASSEE,FL,US,71
ZPL3005360,QDOBA MEXICAN GRILL,05801066,6000 SEPULVEDA BLVD STE 1591,CULVER CITY,CA,US,71
ZPL300538Q,NOODLES & COMPANY,05367128,10340 S STATE ST,SANDY,UT,US,71
ZPL300539L,WENDYS,04253561,1201 W OAK ST,AMITE,LA,US,71
ZPL300540N,WENDYS,07496150,12630 N TATUM BLVD,PHOENIX,AZ,US,71
ZPL300542D,WENDYS,03887329,4605 CHEF MENTEUR HWY,NEW ORLEANS,LA,US,71
ZPL3005438,MAYA CINEMA,00757441,1000 CALIFORNIA AVE,BAKERSFIELD,CA,US,71
ZPL300545Y,ELEVATION BURGER,01383854,2525 W ANDERSON LN,AUSTIN,TX,US,71
ZPL300546T,TACO TIME,03739112,15802 MERIDIAN E,PUYALLUP,WA,US,71
ZPL300548J,WENDYS,07496150,12630 N TATUM BLVD,PHOENIX,AZ,US,71
ZPL300549E,EL CHUBASCO,09446677,1890 BONANZA DR,PARK CITY,UT,US,71
ZPL300550G,NOODLES & COMPANY,01501365,4245 RIVERDALE RD,OGDEN,UT,US,71
ZPL300551B,CROWN BURGERS,08933707,3190 HIGHLAND DR,SALT LAKE CITY,UT,US,71
ZPL3005526,DEL TACO,07607466,1270 W VALLEY PKWY,ESCONDIDO,CA,US,71
ZPL3005531,WENDYS,02522101,300 VETERANS MEMORIAL BLVD,METAIRIE,LA,US,71
ZPL300554W,QDOBA MEXICAN GRILL,08300458,7611 W COLFAX AVE UNIT A,LAKEWOOD,CO,US,71
ZPL300555R,WENDYS,03187756,1028 ROUTE 44,RAYNHAM,MA,US,71
ZPL300556M,WENDYS,06995519,4959 LAPALCO BLVD,MARRERO,LA,US,71
ZPL300557H,BURGER KING,07132956,12215 BISCAYNE BLVD,NORTH MIAMI,FL,US,71
ZPL300558C,ZYNGA,01494798,699 8TH ST,SAN FRANCISCO,CA,US,71
ZPL3005609,WENDYS,01463886,99 PAVILION PKWY,FAYETTEVILLE,GA,US,71
ZPL3005614,WENDYS,07069949,2089 BAY ST,TAUNTON,MA,US,71
ZPL300562Z,RAVE 18,05560794,6081 CENTER DR,LOS ANGELES,CA,US,71
ZPL300564P,NCG CINEMA,04611980,2500 SHOWTIME DR,LANSING,MI,US,71
ZPL300565K,NCG CINEMA,04611980,2500 SHOWTIME DR,LANSING,MI,US,71
ZPL300566F,TACO TIME,01631951,4114 NE 4TH ST,RENTON,WA,US,71
ZPL3005685,PIZZA MY HEART,07675823,864B BLOSSOM HILL RD,SAN JOSE,CA,US,71
ZPL3005690,RAVE 18,05560794,6081 CENTER DR,LOS ANGELES,CA,US,71
ZPL3005702,RAVE 18,05560794,6081 CENTER DR,LOS ANGELES,CA,US,71
ZPL300571X,E-WALK STADIUM 13,02408427,247 W 42ND ST,NEW YORK,NY,US,71
ZPL300573N,TACO TIME,02995719,17140 REDMOND WAY,REDMOND,WA,US,71
ZPL300575D,DOS COYOTES,06759661,1735 ARDEN WAY,SACRAMENTO,CA,US,71
ZPL3005768,COCA-COLA JAPAN CO LTD,00000000,4-6-3 SHIBUYA,SHIBUYA-KU,13,JP,71
ZPL3005773,E-WALK STADIUM 13,02408427,247 W 42ND ST,NEW YORK,NY,US,71
ZPL300578Y,NOODLES & COMPANY,01490253,7632 CAMPUS VIEW DR STE 110,WEST JORDAN,UT,US,71
ZPL300579T,DOS COYOTES,03739567,13385 FOLSOM BLVD STE 100,FOLSOM,CA,US,71
ZPL300581Q,PIZZA MY HEART,06249757,110 E EL CAMINO REAL,SUNNYVALE,CA,US,71
ZPL300582L,WENDYS,07810356,368 COTTAGE ST,PAWTUCKET,RI,US,71
ZPL300583G,DOS COYOTES,07913082,8519 BOND RD,ELK GROVE,CA,US,71
ZPL300584B,NATIONS GIANT HAMBURGERS,01737279,2426 SAN RAMON VALLEY BLVD,SAN RAMON,CA,US,71
ZPL3005856,QDOBA MEXICAN GRILL,07825361,9338 DORCHESTER ST STE A104,HIGHLANDS RANCH,CO,US,71
ZPL300588R,MCDONALDS,01670298,1105 NORTHSIDE DR NW,ATLANTA,GA,US,71
ZPL300592E,BURGER KING,08267197,1701 S FEDERAL HWY,FORT LAUDERDALE,FL,US,71
ZPL3005944,WENDYS,08610088,4701 E BELL RD,PHOENIX,AZ,US,71
ZPL300597P,PIZZA MY HEART,03944552,220 UNIVERSITY AVE,PALO ALTO,CA,US,71
ZPL300598K,WENDYS,07416130,2700 N HIGHWAY 190,COVINGTON,LA,US,71
ZPL300599F,WENDYS,05915422,112 N DENTON TAP RD,COPPELL,TX,US,71
ZPL3006002,WENDYS,01828597,500 BEDFORD ST,FALL RIVER,MA,US,71
ZPL300603N,WENDYS,09237216,3000 HIGHWAY 90 W,AVONDALE,LA,US,71
ZPL300605D,DOS COYOTES,02957579,2191 COWELL BLVD,DAVIS,CA,US,71
ZPL3006068,WENDY'S,06235153,5701 READ BLVD,NEW ORLEANS,LA,US,71
ZPL300609T,PIZZA MY HEART,07812582,117 E SAN CARLOS ST,SAN JOSE,CA,US,71
ZPL300611Q,WENDYS,02396807,2125 E BASELINE RD,GILBERT,AZ,US,71
ZPL300612L,WENDYS,05278031,2024 E CAMELBACK RD,PHOENIX,AZ,US,71
ZPL300613G,THE MARKET,01190852,265 PEACHTREE ST NE,ATLANTA,GA,US,71
ZPL300614B,DOS COYOTES,09890203,1411 W COVELL BLVD STE 107,DAVIS,CA,US,71
ZPL3006156,RAVE 18,05560794,6081 CENTER DR,LOS ANGELES,CA,US,71
ZPL3006161,WENDYS (ZKO INC),07396805,1314 S RURAL RD,TEMPE,AZ,US,71
ZPL300618R,WENDYS,06091407,7700 N MACARTHUR BLVD,IRVING,TX,US,71
ZPL300619M,MICROSOFT,03903308,7000 STATE HIGHWAY 161,IRVING,TX,US,71
ZPL300621J,PIZZA MY HEART,05510525,2180 41ST AVE,CAPITOLA,CA,US,71
ZPL300622E,WENDYS,04042395,2550 N 75TH AVE,PHOENIX,AZ,US,71
ZPL3006244,WENDYS,04301641,4902 E RAY RD,PHOENIX,AZ,US,71
ZPL300625Z,WENDYS,03598581,771 WARWICK AVE,WARWICK,RI,US,71
ZPL300627P,WENDYS,01504177,935 E CAMPBELL RD,RICHARDSON,TX,US,71
ZPL300628K,CALIFORNIA TORTILLA,09839955,22000 DULLES RETAIL PLZ,STERLING,VA,US,71
ZPL300629F,CALIFORNIA TORTILLA,07019879,18101 VILLAGE CENTER DR,OLNEY,MD,US,71
ZPL300630H,WENDYS,01523656,2130 E SOUTHLAKE BLVD,SOUTHLAKE,TX,US,71
ZPL3006327,WENDYS,04253553,1115 STUMPF BLVD,GRETNA,LA,US,71
ZPL3006332,WENDYS,04607686,1000 W WALNUT HILL LN,IRVING,TX,US,71
ZPL300634X,KIMBERLY CLARK CORP BLDG 400,07838018,1400 HOLCOMB BRG RD BLDG 400,ROSWELL,GA,US,71
ZPL300636N,CALIFORNIA TORTILLA,04247421,7727 TUCKERMAN LN,POTOMAC,MD,US,71
ZPL300640A,ELEVATION BURGER,07245335,442 S WASHINGTON ST STE C,FALLS CHURCH,VA,US,71
ZPL3006415,JMJ LLC,01442863,3422 W ANTHEM WAY,ANTHEM,AZ,US,71
ZPL300644Q,PIZZA MY HEART,09839377,2855 STEVENS CREEK BLV #2171,SANTA CLARA,CA,US,71
ZPL300645L,RAVE 18,05560794,6081 CENTER DR,LOS ANGELES,CA,US,71
ZPL300647B,WENDYS,09766499,860 VIRGINIA AVE,HAPEVILLE,GA,US,71
ZPL3006486,QDOBA MEXICAN GRILL,07993124,6110 E COLFAX AVE UNIT 1,DENVER,CO,US,71
ZPL3006491,TOM AND EDDIES,01290439,1042 COMMONS DR,GENEVA,IL,US,71
ZPL3006503,RAVE 18,05560794,6081 CENTER DR,LOS ANGELES,CA,US,71
ZPL300651Y,RAVE 18,05560794,6081 CENTER DR,LOS ANGELES,CA,US,71
ZPL300652T,WENDYS,07943580,660 BOULEVARD NE,ATLANTA,GA,US,71
ZPL300654J,RAVE 18,05560794,6081 CENTER DR,LOS ANGELES,CA,US,71
ZPL300655E,WENDY'S,05388002,11120 HIGHWAY 142,COVINGTON,GA,US,71
ZPL3006569,WENDYS,09767312,3990 M L KING JR DR SW,ATLANTA,GA,US,71
ZPL3006574,WENDY'S,00664214,5255 OLD NATIONAL HWY,ATLANTA,GA,US,71
ZPL300658Z,WENDYS,05875331,3041 HEADLAND DR SW,ATLANTA,GA,US,71
ZPL300660W,WENDY'S,01446305,3611 SW ARCHER RD,GAINESVILLE,FL,US,71
ZPL300662M,WENDYS,07704173,3705 JEFFERSON HWY,JEFFERSON,LA,US,71
ZPL300663H,WENDYS,09622900,1129 S CLEARVIEW PKWY,NEW ORLEANS,LA,US,71
ZPL300664C,PALIOS PIZZA,01459055,460 KELLER PKWY,KELLER,TX,US,71
ZPL3006657,WENDY'S,01710125,6585 GRAND AVE,GURNEE,IL,US,71
ZPL300669N,WENDYS,09237089,7021 WESTBANK EXPY,MARRERO,LA,US,71
ZPL300670P,WENDYS,01731942,2311 NEW LONDON TPKE,COVENTRY,RI,US,71
ZPL300671K,WENDYS,01941780,4296 MAIN ST,LA PLACE,LA,US,71
ZPL300672F,WENDYS,01952234,80 FRENCHTOWN RD,NORTH KINGSTOWN,RI,US,71
ZPL300673A,WENDYS,08610482,4021 BEHRMAN PL STE C,NEW ORLEANS,LA,US,71
ZPL3006745,WENDYS,08896658,3325 N CAUSEWAY BLVD,METAIRIE,LA,US,71
ZPL300677Q,CALIFORNIA TORTILLA,08296575,55 E MAIN ST,NEWARK,DE,US,71
ZPL300678L,WALGREENS,01533718,3717 LAS VEGAS BLVD S STE 100,LAS VEGAS,NV,US,71
ZPL300679G,QDOBA MEXICAN GRILL,07662365,11215 S PARKER RD,PARKER,CO,US,71
ZPL300681D,UNIV OF S FL EINSTEINS BAGELS,08752184,4202 E FOWLER AVE STE AXA-009,TAMPA,FL,US,71
ZPL3006828,CALIFORNIA TORTILLA,08296575,55 E MAIN ST,NEWARK,DE,US,71
ZPL300684Y,WENDYS,08374508,5946 W MAIN ST,HOUMA,LA,US,71
ZPL300685T,QDOBA MEXICAN GRILL,09812666,10909 E ARAPAHOE PL UNIT 100,CENTENNIAL,CO,US,71
ZPL300687J,WENDYS,02275117,650 BALD HILL RD,WARWICK,RI,US,71
ZPL300688E,WINGSTOP RESTAURANTS  INC,07284017,10841 W FLORISSANT AVE,SAINT LOUIS,MO,US,71
ZPL3006899,WENDYS,07260657,5600 TCHOUPITOULAS ST,NEW ORLEANS,LA,US,71
ZPL300690B,WENDYS,05546893,1 STILSON RD,RICHMOND,RI,US,71
ZPL3006916,WENDYS,07494739,4801 AIRLINE DR,METAIRIE,LA,US,71
ZPL300693W,VIASAT MEGA BITE CAFE,09853880,6155 EL CAMINO REAL,CARLSBAD,CA,US,71
ZPL300694R,QDOBA MEXICAN GRILL,08100743,139 S KNOBLOCK ST,STILLWATER,OK,US,71
ZPL300695M,QDOBA MEXICAN GRILL,05293214,2401 W KENOSHA ST,BROKEN ARROW,OK,US,71
ZPL300696H,WENDYS,04612973,7 FAIRHAVEN COMMONS WAY,FAIRHAVEN,MA,US,71
ZPL300697C,NCG CINEMA,04611980,2500 SHOWTIME DR,LANSING,MI,US,71
ZPL300700P,QDOBA MEXICAN GRILL,08100769,1520 E 15TH ST,TULSA,OK,US,71
ZPL300703A,QDOBA MEXICAN GRILL,08101073,5220 S YALE AVE,TULSA,OK,US,71
ZPL3007045,QDOBA MEXICAN GRILL,08087398,10431 TOWN CENTER DR STE 600,WESTMINSTER,CO,US,71
ZPL3007050,NCG CINEMA,04611980,2500 SHOWTIME DR,LANSING,MI,US,71
ZPL300707Q,WENDYS,03525694,926 QUAKER LN,EAST GREENWICH,RI,US,71
ZPL300708L,WINGSTOP,01462393,1089 E SHAW AVE,FRESNO,CA,US,71
ZPL300709G,WENDYS,00608327,2100 WILLIAMS BLVD,KENNER,LA,US,71
ZPL300711D,WENDYS,02157769,2115 OLD MINDEN RD,BOSSIER CITY,LA,US,71
ZPL3007128,WENDY'S,02012507,16737 LA GRANGE RD,ORLAND HILLS,IL,US,71
ZPL3007133,WENDYS,08098064,1034 HIGHWAY 51,PONCHATOULA,LA,US,71
ZPL300714Y,RAVE 18,05560794,6081 CENTER DR,LOS ANGELES,CA,US,71
ZPL300717J,NBC SPORTS,02647044,1 BLACHLEY RD,STAMFORD,CT,US,71
ZPL300718E,WENDYS,01629921,707 GRAND ARMY HWY,SOMERSET,MA,US,71
ZPL3007199,WENDYS,09071377,450 KINGS HWY,SHREVEPORT,LA,US,71
ZPL300720B,RAVE 18,05560794,6081 CENTER DR,LOS ANGELES,CA,US,71
